standerror_origan_delta_hedge ,0.00599653,0.00585749,0.0057498,0.0058853,0.0055339,0.00541686,0.00541605,0.00537715,0.00537486,0.00535479,0.00538773,0.00551355,0.00619784,0.0084018, 
standerror_newmodel_delta_hedge ,0.00599562,0.00585667,0.0057491,0.0058853,0.0055338,0.00541681,0.00541606,0.00537716,0.00537496,0.00535507,0.00538719,0.0055121,0.00619007,0.00840263, 
 Date  ,  Opening  , High , Low , Close , Impiled Volatility ,  Delta  ,  Portfolio_Value ,  DAX  , Portfolio_Value_Normalization , Newmodel Implied Volatility , Newmodel Delta , Newmodel Price ,  Newmodel_Normalization ,,
9100,,,,,,,,,,,,,,,
43535,27.01,27.73,26.73,27.73,0.218683,0.85039,22.2446,11543.5,-0.00315262,0.211395,0.849952,26.7607,-0.00314555, ,
43532,26.35,26.84,26.25,26.78,0.211341,0.849542,33.7695,11457.8,-0.00465886,0.200842,0.8635,26.9555,-0.00465895, ,
43531,27.19,27.69,26.76,26.96,0.200783,0.863399,-4.43502,11517.8,0.000608436,0.202116,0.867417,27.6057,0.000607432, ,
43530,27.77,27.93,27.54,27.61,0.20205,0.867322,-11.3107,11587.6,0.00155622,0.205559,0.866567,28.0057,0.00155556, ,
43529,27.64,28.05,27.56,28.01,0.20549,0.866474,18.5709,11620.7,-0.00253444,0.199305,0.870076,27.5758,-0.00253371, ,
43528,28.2,28.2,27.35,27.58,0.199239,0.869982,-40.2497,11592.7,0.00561912,0.211484,0.859668,28.0417,0.00561502, ,
43525,27.73,28.34,27.73,28.06,0.211417,0.859271,21.1237,11601.7,-0.00294341,0.204726,0.858724,27.1053,-0.00294175, ,
43524,26.41,27.25,26.41,27.11,0.204667,0.858625,-5.20582,11515.6,0.000730114,0.206139,0.855143,26.9151,0.000730396, ,
43523,26.97,27,26.57,26.92,0.206082,0.855042,9.06196,11487.3,-0.00125603,0.203186,0.861714,27.2855,-0.00125655, ,
43522,26.43,27.32,26.43,27.29,0.203125,0.861618,28.2929,11540.8,-0.00387041,0.193928,0.867522,26.6957,-0.00386934, ,
43521,27.01,27.09,26.7,26.7,0.19387,0.867423,-21.8809,11505.4,0.00305134,0.200324,0.857636,26.4924,0.00305206, ,
43518,26.32,26.78,26.32,26.51,0.20027,0.857232,17.4117,11457.7,-0.00241302,0.194702,0.859729,26.0354,-0.00241212, ,
43517,26.69,26.69,26.04,26.04,0.194652,0.859625,-48.997,11423.3,0.00700546,0.209345,0.844618,26.3447,0.00700458, ,
43516,25.67,26.38,25.47,26.35,0.209297,0.844513,11.108,11402,-0.00159815,0.205971,0.83983,25.4544,-0.00159638, ,
43515,25.11,25.47,24.78,25.46,0.205932,0.839719,6.58594,11309.2,-0.00094532,0.203865,0.840693,25.3045,-0.000944988, ,
43514,25.21,25.31,24.95,25.31,0.203827,0.840581,2.50434,11299.2,-0.000358879,0.202547,0.841765,25.271,-0.00035868, ,
43511,23,25.29,23,25.29,0.202509,0.841364,-9.25716,11299.8,0.00137546,0.205558,0.820357,23.6534,0.001379, ,
43510,24.32,24.41,23.5,23.66,0.20554,0.820235,-1.99015,11089.8,0.00029268,0.205983,0.826801,24.3138,0.000291284, ,
43509,24.02,24.39,23.78,24.32,0.205958,0.826683,17.9637,11167.2,-0.00263203,0.200799,0.827459,23.7938,-0.00263078, ,
43508,23.62,23.88,23.62,23.8,0.200778,0.827337,25.2234,11126.1,-0.00370714,0.193671,0.823311,22.6236,-0.00370422, ,
43507,22.24,22.88,22.24,22.63,0.193661,0.823181,-47.4347,11014.6,0.00727488,0.206078,0.802118,22.2175,0.00727656, ,
43504,22.58,22.87,21.62,22.24,0.206079,0.801735,18.1002,10906.8,-0.00270145,0.201344,0.816689,22.9933,-0.00270305, ,
43503,24.75,24.77,22.91,23,0.201333,0.816564,38.9774,11022,-0.00546473,0.191649,0.852361,25.1852,-0.00546836, ,
43502,25.38,25.38,25.12,25.19,0.191609,0.852254,-19.2098,11324.7,0.00270841,0.197197,0.850531,25.7451,0.00270733, ,
43501,24.13,25.75,24.13,25.75,0.197152,0.850428,-7.21023,11368,0.00104893,0.199583,0.831934,24.2242,0.00105197, ,
43500,24.23,24.23,23.58,24.23,0.199557,0.831818,3.39919,11176.6,-0.000493221,0.198068,0.833515,24.2109,-0.000493139, ,
43497,24.3,24.46,23.98,24.23,0.198041,0.83312,-7.2803,11180.7,0.00106172,0.199911,0.83078,24.2341,0.00106165, ,
43496,24.71,25.28,23.37,24.24,0.199885,0.830665,-35.9539,11173.1,0.00533718,0.209538,0.8232,24.6637,0.00533605, ,
43495,24.56,24.74,24.26,24.67,0.209511,0.823089,28.9631,11181.7,-0.00421192,0.201472,0.833127,24.6843,-0.00421175, ,
43494,24.64,24.9,24.42,24.69,0.201442,0.833015,-30.032,11218.8,0.00444266,0.209525,0.825413,24.9139,0.00444199, ,
43493,25.08,25.08,24.44,24.92,0.209495,0.825304,45.2059,11210.3,-0.00646231,0.19657,0.842657,25.0519,-0.00646223, ,
43490,24.68,25.56,24.68,25.07,0.196533,0.842269,-32.4533,11281.8,0.00482828,0.205778,0.820989,24.1437,0.00482993, ,
43489,23.42,24.15,23.42,24.15,0.205756,0.820876,21.882,11130.2,-0.0032466,0.19973,0.820688,23.4437,-0.00324494, ,
43488,23.27,24.03,23.27,23.45,0.199714,0.820569,30.4089,11071.5,-0.00442503,0.191297,0.82987,23.2942,-0.00442449, ,
43487,23.61,24.08,23.07,23.3,0.191279,0.82975,-52.1383,11090.1,0.00774926,0.205224,0.821592,24.1938,0.00774705, ,
43486,24.46,24.46,24.08,24.2,0.205202,0.82148,-20.9337,11136.2,0.00311326,0.210253,0.823357,24.9594,0.00310759, ,
43483,22.99,24.98,22.99,24.98,0.210224,0.822992,10.8775,11205.5,-0.00168351,0.208145,0.798678,22.5725,-0.00167788, ,
43482,21.97,22.58,21.85,22.58,0.208144,0.798559,13.1262,10918.6,-0.00201445,0.204642,0.802505,22.5428,-0.00201427, ,
43481,22.53,22.59,22.13,22.55,0.20464,0.802384,-21.3413,10931.2,0.00333043,0.209862,0.794567,22.4423,0.00333049, ,
43480,22.9,22.9,21.86,22.45,0.209864,0.794449,-15.2821,10891.8,0.00241609,0.213474,0.788363,22.312,0.00241627, ,
43479,21.84,22.32,21.77,22.32,0.21348,0.788246,15.052,10855.9,-0.00235072,0.209218,0.794399,22.3972,-0.00235104, ,
43476,22.84,22.84,22.15,22.42,0.209221,0.794049,-25.9473,10887.5,0.00407856,0.215439,0.792753,22.9422,0.00407716, ,
43475,21.87,22.95,21.87,22.95,0.215439,0.792641,32.5,10921.6,-0.00505434,0.207191,0.796031,22.3925,-0.00505281, ,
43474,22.6,22.87,22.25,22.4,0.207193,0.795912,-35.763,10893.3,0.00573996,0.215905,0.780987,22.0516,0.00574046, ,
43473,21.29,22.43,21.29,22.06,0.215916,0.780873,26.2047,10804,-0.0041969,0.20941,0.779797,21.3516,-0.00419496, ,
43472,22.03,22.03,20.88,21.36,0.209427,0.779678,-33.5672,10747.8,0.00543724,0.216874,0.776583,21.8254,0.00543319, ,
43469,19.82,21.85,19.67,21.85,0.216889,0.776264,12.0581,10767.7,-0.00207875,0.215339,0.740622,19.1195,-0.00207169, ,
43468,19.6,19.77,19.05,19.13,0.21539,0.740512,-9.25928,10416.7,0.00155361,0.217583,0.756795,20.4503,0.00155025, ,
43467,19.71,20.62,19.15,20.46,0.217617,0.756684,-1.01702,10580.2,0.000171358,0.216879,0.754902,20.2675,0.000172889, ,
43462,19.31,20.42,19.31,20.31,0.216916,0.754434,-35.7431,10559,0.00632235,0.225189,0.731249,19.3589,0.00632428, ,
43461,20.53,20.53,18.49,19.37,0.225244,0.731152,159.117,10381.5,-0.0251265,0.189059,0.78193,19.7077,-0.0251249, ,
43455,20.26,20.58,19.75,19.75,0.189088,0.781247,-48.4925,10633.8,0.00786776,0.20045,0.770019,20.0513,0.00786655, ,
43454,20.61,20.85,19.72,20.06,0.200481,0.769897,62.8317,10611.1,-0.00962471,0.185663,0.798477,20.6629,-0.00962574, ,
43453,21.68,22.06,20.47,20.67,0.185678,0.798346,-111.619,10766.2,0.0181105,0.212479,0.774925,21.5815,0.0181075, ,
43452,21.07,22.14,21.07,21.59,0.212497,0.774813,87.8551,10740.9,-0.01361,0.191333,0.793948,20.9526,-0.0136077, ,
43451,22.28,22.28,20.96,20.96,0.191348,0.793822,-40.5901,10772.2,0.00631273,0.200789,0.795578,22.0885,0.00630418, ,
43448,21.88,22.48,21.3,22.11,0.200793,0.795239,-0.809289,10865.8,0.000124711,0.20086,0.800896,22.583,0.000123663, ,
